term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf,mean_tfidf
mimbulus,9,8.048167387573808e-06,16.92290825837664,8,NNP,1,{'NNP'},0,mimbulu,mimbulus,mimbul,9.124210956156379,0.0002242759618346313
coincidence,9,8.048167387573808e-06,16.92290825837664,11,NN,4,"{'VB', 'NN', 'VBN', 'NNP'}",0,coincid,coincid,coincid,12.101495102733436,0.0002274935287921558
batlike,9,8.048167387573808e-06,16.92290825837664,7,NN,3,"{'JJ', 'NN', 'IN'}",0,batlik,batlik,batlik,12.101495102733436,0.00020483565672301538
hunger,9,8.048167387573808e-06,16.92290825837664,6,NN,2,"{'JJR', 'NN'}",0,hunger,hunger,hung,12.101495102733436,0.0003206749244978966
cronies,9,8.048167387573808e-06,16.92290825837664,7,NNS,1,{'NNS'},0,croni,croni,crony,11.166104715342104,0.0002514555806997954
furs,9,8.048167387573808e-06,16.92290825837664,4,NNS,2,"{'NNS', 'NN'}",0,fur,fur,fur,6.787172340326977,0.00023509639180221856
unsure,9,8.048167387573808e-06,16.92290825837664,6,JJ,2,"{'JJ', 'NN'}",0,unsur,unsur,uns,11.166104715342104,0.00020463501315962703
shrewdly,9,8.048167387573808e-06,16.92290825837664,8,RB,1,{'RB'},0,shrewdli,shrewd,shrewdly,12.101495102733436,0.0002484232005721635
sheaf,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,sheaf,sheaf,sheaf,9.124210956156379,0.00030541124084298266
haste,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,hast,hast,hast,11.166104715342104,0.0002045980409878203
praying,9,8.048167387573808e-06,16.92290825837664,7,VBG,2,"{'NN', 'VBG'}",0,pray,pray,pray,12.101495102733436,0.00024441145893383445
sweep,9,8.048167387573808e-06,16.92290825837664,5,NN,3,"{'VB', 'VBZ', 'NN'}",0,sweep,sweep,sweep,12.101495102733436,0.0002609787755453527
childish,9,8.048167387573808e-06,16.92290825837664,8,JJ,1,{'JJ'},0,childish,childish,child,12.101495102733436,0.0002146536732696011
buttons,9,8.048167387573808e-06,16.92290825837664,7,NNS,1,{'NNS'},0,button,button,button,12.101495102733436,0.00026787309401244514
accepting,9,8.048167387573808e-06,16.92290825837664,9,VBG,1,{'VBG'},0,accept,accept,acceiv,12.101495102733436,0.00027662005045528187
freckles,9,8.048167387573808e-06,16.92290825837664,8,NNS,1,{'NNS'},0,freckl,freckl,freckl,10.17628525476815,0.0002476622280057465
suitcase,9,8.048167387573808e-06,16.92290825837664,8,NN,1,{'NN'},0,suitcas,suitcas,suitcas,7.999415360368439,0.00034886489817304223
pompous,9,8.048167387573808e-06,16.92290825837664,7,JJ,1,{'JJ'},0,pompou,pompous,pomp,11.166104715342104,0.00021897295945857428
sputtered,9,8.048167387573808e-06,16.92290825837664,9,VBD,2,"{'VBN', 'VBD'}",0,sputter,sputter,sput,12.101495102733436,0.00025771288147236933
reproachful,9,8.048167387573808e-06,16.92290825837664,11,JJ,1,{'JJ'},0,reproach,reproach,reproach,11.166104715342104,0.0002534387460447541
sealing,9,8.048167387573808e-06,16.92290825837664,7,VBG,1,{'VBG'},0,seal,seal,seal,11.166104715342104,0.00019355944006138186
criticize,9,8.048167387573808e-06,16.92290825837664,9,VB,1,{'VB'},0,critic,critic,crit,10.17628525476815,0.00021972335262465515
banished,9,8.048167387573808e-06,16.92290825837664,8,VBD,3,"{'JJ', 'VBN', 'VBD'}",0,banish,banish,ban,9.124210956156379,0.00024228878214200693
muscles,9,8.048167387573808e-06,16.92290825837664,7,NNS,1,{'NNS'},0,muscl,muscl,musc,12.101495102733436,0.0002155442814371852
threadbare,9,8.048167387573808e-06,16.92290825837664,10,NN,2,"{'JJ', 'NN'}",0,threadbar,threadbar,threadbare,12.101495102733436,0.0002245692691352951
scrawled,9,8.048167387573808e-06,16.92290825837664,8,VBD,3,"{'JJ', 'VBN', 'VBD'}",0,scrawl,scrawl,scrawled,11.166104715342104,0.0002489984333443227
disconcerted,9,8.048167387573808e-06,16.92290825837664,12,VBN,2,"{'VBN', 'VBD'}",0,disconcert,disconcert,disconcert,12.101495102733436,0.00021913928346622042
unbelievable,9,8.048167387573808e-06,16.92290825837664,12,JJ,1,{'JJ'},0,unbeliev,unbeliev,unbeliev,11.166104715342104,0.0002438393542024919
nightmares,9,8.048167387573808e-06,16.92290825837664,10,NNS,1,{'NNS'},0,nightmar,nightmar,nightm,10.17628525476815,0.00030627925120688154
splashed,9,8.048167387573808e-06,16.92290825837664,8,VBD,2,"{'VBN', 'VBD'}",0,splash,splash,splashed,12.101495102733436,0.00021779440510641125
trickled,9,8.048167387573808e-06,16.92290825837664,8,VBD,1,{'VBD'},0,trickl,trickl,trickl,12.101495102733436,0.00022157557457449216
target,9,8.048167387573808e-06,16.92290825837664,6,NN,2,"{'VB', 'NN'}",0,target,target,target,12.101495102733436,0.00028245599637688354
malevolently,9,8.048167387573808e-06,16.92290825837664,12,RB,1,{'RB'},0,malevol,malevol,malevol,12.101495102733436,0.00023764921847873216
stinking,9,8.048167387573808e-06,16.92290825837664,8,VBG,3,"{'NN', 'VBG', 'NNP'}",0,stink,stink,stink,12.101495102733436,0.00028441172578672666
verge,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,verg,verg,verg,12.101495102733436,0.0002834133527660058
herbs,9,8.048167387573808e-06,16.92290825837664,5,NNP,3,"{'NN', 'NNP', 'NNS'}",0,herb,herb,herb,11.166104715342104,0.0003009346276114458
lunatic,9,8.048167387573808e-06,16.92290825837664,7,JJ,3,"{'JJ', 'NN', 'NNP'}",0,lunat,lunat,lun,7.999415360368439,0.0002866829306419264
essays,9,8.048167387573808e-06,16.92290825837664,6,NNS,1,{'NNS'},0,essay,essay,essay,9.124210956156379,0.0002278867008850671
ripper,9,8.048167387573808e-06,16.92290825837664,6,NNP,2,"{'VB', 'NNP'}",0,ripper,ripper,rip,3.995646161491451,0.0005217423200318164
route,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,rout,rout,rout,10.17628525476815,0.00021060760123900338
crest,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,crest,crest,crest,10.17628525476815,0.00029479950905387446
fighters,9,8.048167387573808e-06,16.92290825837664,8,NNS,1,{'NNS'},0,fighter,fighter,fight,6.787172340326977,0.0002016152571232878
listeners,9,8.048167387573808e-06,16.92290825837664,9,NNS,2,"{'NNS', 'NNP'}",0,listen,listen,list,2.298853076409707,0.000324900717457402
expelliarmusv,9,8.048167387573808e-06,16.92290825837664,13,NNP,1,{'NNP'},0,expelliarmusv,expelliarmusv,expelliarmusv,11.166104715342104,0.0003107549175753929
ive,9,8.048167387573808e-06,16.92290825837664,3,NNP,1,{'NNP'},0,ive,ive,iv,10.17628525476815,0.00023486732816230404
engulfed,9,8.048167387573808e-06,16.92290825837664,8,VBD,4,"{'VB', 'NN', 'VBN', 'VBD'}",0,engulf,engulf,engulf,12.101495102733436,0.00022114688095412592
nagging,9,8.048167387573808e-06,16.92290825837664,7,VBG,3,"{'JJ', 'NN', 'VBG'}",0,nag,nag,nag,11.166104715342104,0.00024299425108486518
indifferent,9,8.048167387573808e-06,16.92290825837664,11,NN,2,"{'JJ', 'NN'}",0,indiffer,indiffer,indiff,12.101495102733436,0.0002253696424523873
retching,9,8.048167387573808e-06,16.92290825837664,8,NN,2,"{'NN', 'VBG'}",0,retch,retch,retch,12.101495102733436,0.00019772040480197804
genially,9,8.048167387573808e-06,16.92290825837664,8,RB,1,{'RB'},0,genial,genial,gen,12.101495102733436,0.00028597043713944685
volume,9,8.048167387573808e-06,16.92290825837664,6,NN,1,{'NN'},0,volum,volum,volum,12.101495102733436,0.00023701077499557405
panicking,9,8.048167387573808e-06,16.92290825837664,9,VBG,2,"{'NN', 'VBG'}",0,panick,panick,panick,12.101495102733436,0.00023509935841924248
sting,9,8.048167387573808e-06,16.92290825837664,5,NN,2,"{'NN', 'VBG'}",0,sting,sting,sting,10.17628525476815,0.00023250547591664614
mismatched,9,8.048167387573808e-06,16.92290825837664,10,JJ,3,"{'JJ', 'VBN', 'VBD'}",0,mismatch,mismatch,mismatch,12.101495102733436,0.00024896341262002934
spect,9,8.048167387573808e-06,16.92290825837664,5,JJ,4,"{'VBP', 'JJ', 'NN', 'NNP'}",0,spect,spect,spect,10.17628525476815,0.000249417304204122
cobbled,9,8.048167387573808e-06,16.92290825837664,7,VBD,2,"{'JJ', 'VBD'}",0,cobbl,cobbl,cobbl,10.17628525476815,0.0002128275901268178
backfired,9,8.048167387573808e-06,16.92290825837664,9,VBD,2,"{'VBN', 'VBD'}",0,backfir,backfir,backfir,11.166104715342104,0.0002222580809559086
wriggled,9,8.048167387573808e-06,16.92290825837664,8,VBD,2,"{'VBN', 'VBD'}",0,wriggl,wriggl,wriggl,12.101495102733436,0.0002218202693598567
cloth,9,8.048167387573808e-06,16.92290825837664,5,NN,2,"{'JJ', 'NN'}",0,cloth,cloth,clo,12.101495102733436,0.00019452338318692416
folds,9,8.048167387573808e-06,16.92290825837664,5,NNS,1,{'NNS'},0,fold,fold,fold,11.166104715342104,0.000210917491803688
bullying,9,8.048167387573808e-06,16.92290825837664,8,VBG,2,"{'NN', 'VBG'}",0,bulli,bulli,bul,10.17628525476815,0.0002911210913538467
openmouthed,9,8.048167387573808e-06,16.92290825837664,11,VBN,2,"{'VBN', 'VBD'}",0,openmouth,openmouth,openmouth,12.101495102733436,0.00022210507708650022
hiccuping,9,8.048167387573808e-06,16.92290825837664,9,VBG,2,"{'NN', 'VBG'}",0,hiccup,hiccup,hiccup,11.166104715342104,0.0002626710618428472
sheer,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,sheer,sheer,she,12.101495102733436,0.0002038801906670802
circled,9,8.048167387573808e-06,16.92290825837664,7,VBD,2,"{'VBN', 'VBD'}",0,circl,circl,circ,10.17628525476815,0.00028838198324666273
traced,9,8.048167387573808e-06,16.92290825837664,6,VBD,3,"{'IN', 'VBN', 'VBD'}",0,trace,trace,trac,11.166104715342104,0.0002565024008531864
i-i,9,8.048167387573808e-06,16.92290825837664,3,NNP,2,"{'JJ', 'NNP'}",0,i-i,i-i,i-,10.17628525476815,0.00024913010199859096
profile,9,8.048167387573808e-06,16.92290825837664,7,NN,1,{'NN'},0,profil,profil,profil,12.101495102733436,0.00019912819597889397
convincing,9,8.048167387573808e-06,16.92290825837664,10,JJ,3,"{'JJ', 'NN', 'VBG'}",0,convinc,convinc,convint,12.101495102733436,0.0002344947740169254
marry,9,8.048167387573808e-06,16.92290825837664,5,VB,2,"{'VB', 'VBP'}",0,marri,marri,marry,9.124210956156379,0.0002532190046824382
tactics,9,8.048167387573808e-06,16.92290825837664,7,NNS,1,{'NNS'},0,tactic,tactic,tact,11.166104715342104,0.00024353741782845545
clasped,9,8.048167387573808e-06,16.92290825837664,7,VBD,3,"{'JJ', 'VBN', 'VBD'}",0,clasp,clasp,clasp,10.17628525476815,0.0003221608178003848
yelp,9,8.048167387573808e-06,16.92290825837664,4,NN,1,{'NN'},0,yelp,yelp,yelp,12.101495102733436,0.00024199268270248987
finest,9,8.048167387573808e-06,16.92290825837664,6,JJS,2,"{'JJS', 'NNP'}",0,finest,finest,finest,12.101495102733436,0.00026552848045882275
beech,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,beech,beech,beech,10.17628525476815,0.00021765888944678667
status,9,8.048167387573808e-06,16.92290825837664,6,NN,2,"{'NN', 'NNP'}",0,statu,status,stat,10.17628525476815,0.0002231063502840941
concerns,9,8.048167387573808e-06,16.92290825837664,8,NNS,2,"{'VBZ', 'NNS'}",0,concern,concern,concern,10.17628525476815,0.0002561722550576787
confession,9,8.048167387573808e-06,16.92290825837664,10,NN,1,{'NN'},0,confess,confess,confess,10.17628525476815,0.00022042216820503514
toads,9,8.048167387573808e-06,16.92290825837664,5,NNS,2,"{'NNS', 'NNP'}",0,toad,toad,toad,10.17628525476815,0.0003036442990111641
stupefyl,9,8.048167387573808e-06,16.92290825837664,8,NNP,1,{'NNP'},0,stupefyl,stupefyl,stupefyl,9.124210956156379,0.000185587052342215
aims,9,8.048167387573808e-06,16.92290825837664,4,NNS,2,"{'VBZ', 'NNS'}",0,aim,aim,aim,6.787172340326977,0.0002693566750646282
fearfully,9,8.048167387573808e-06,16.92290825837664,9,RB,1,{'RB'},0,fear,fear,fear,11.166104715342104,0.00022285774742614306
patrick,9,8.048167387573808e-06,16.92290825837664,7,NNP,1,{'NNP'},0,patrick,patrick,patrick,2.298853076409707,0.0004500789159583058
reference,9,8.048167387573808e-06,16.92290825837664,9,NN,1,{'NN'},0,refer,refer,ref,12.101495102733436,0.00024218565172541784
prowling,9,8.048167387573808e-06,16.92290825837664,8,VBG,2,"{'NN', 'VBG'}",0,prowl,prowl,prowl,12.101495102733436,0.0002509444477928019
reports,9,8.048167387573808e-06,16.92290825837664,7,NNS,2,"{'VBZ', 'NNS'}",0,report,report,report,11.166104715342104,0.0002652087378748584
bully,9,8.048167387573808e-06,16.92290825837664,5,RB,2,"{'VB', 'RB'}",0,bulli,bulli,bul,12.101495102733436,0.0002728549561404437
guts,9,8.048167387573808e-06,16.92290825837664,4,NNS,1,{'NNS'},0,gut,gut,gut,12.101495102733436,0.0002260203384679455
incident,9,8.048167387573808e-06,16.92290825837664,8,NN,1,{'NN'},0,incid,incid,incid,11.166104715342104,0.0002601690524734239
naked,9,8.048167387573808e-06,16.92290825837664,5,JJ,4,"{'JJ', 'RB', 'VBN', 'VBD'}",0,nake,nake,nak,11.166104715342104,0.00027974434071895344
avidly,9,8.048167387573808e-06,16.92290825837664,6,RB,1,{'RB'},0,avidli,avid,avid,12.101495102733436,0.00019341951880240928
would-be,9,8.048167387573808e-06,16.92290825837664,8,JJ,1,{'JJ'},0,would-b,would-b,would-be,12.101495102733436,0.0002716764302385194
stops,9,8.048167387573808e-06,16.92290825837664,5,NNS,2,"{'VBZ', 'NNS'}",0,stop,stop,stop,10.17628525476815,0.00024837632784787864
preoccupied,9,8.048167387573808e-06,16.92290825837664,11,JJ,2,"{'JJ', 'VBN'}",0,preoccupi,preoccupi,preoccupy,10.17628525476815,0.00023915282271086302
fulfill,9,8.048167387573808e-06,16.92290825837664,7,VB,3,"{'VB', 'VBP', 'NN'}",0,fulfil,fulfil,fulfil,10.17628525476815,0.00027462860801491485
knitting,9,8.048167387573808e-06,16.92290825837664,8,VBG,2,"{'NN', 'VBG'}",0,knit,knit,knit,11.166104715342104,0.00022247201330003103
nosebleed,9,8.048167387573808e-06,16.92290825837664,9,NNP,2,"{'NN', 'NNP'}",0,noseble,noseble,noseblee,11.166104715342104,0.00022808068949751236
unwise,9,8.048167387573808e-06,16.92290825837664,6,JJ,3,"{'JJ', 'VBZ', 'NN'}",0,unwis,unwis,unw,12.101495102733436,0.00024407427242136378
snackboxes,9,8.048167387573808e-06,16.92290825837664,10,NNP,1,{'NNP'},0,snackbox,snackbox,snackbox,10.17628525476815,0.0002025485900888689
malicious,9,8.048167387573808e-06,16.92290825837664,9,JJ,1,{'JJ'},0,malici,malici,malicy,12.101495102733436,0.0002034371000968807
fools,9,8.048167387573808e-06,16.92290825837664,5,NNS,2,"{'NNS', 'NNP'}",0,fool,fool,fool,12.101495102733436,0.00025979786231035
safest,9,8.048167387573808e-06,16.92290825837664,6,JJS,4,"{'JJ', 'JJS', 'VBN', 'RB'}",0,safest,safest,safest,12.101495102733436,0.00022905807862502115
unnecessary,9,8.048167387573808e-06,16.92290825837664,11,JJ,1,{'JJ'},0,unnecessari,unnecessari,unnecess,10.17628525476815,0.00027445939780269276
onion,9,8.048167387573808e-06,16.92290825837664,5,NN,1,{'NN'},0,onion,onion,on,7.999415360368439,0.00025545744655611707
treasures,9,8.048167387573808e-06,16.92290825837664,9,NNS,2,"{'VBZ', 'NNS'}",0,treasur,treasur,treas,10.17628525476815,0.00024602504104063246
laughs,9,8.048167387573808e-06,16.92290825837664,6,NNS,2,"{'VBZ', 'NNS'}",0,laugh,laugh,laugh,9.124210956156379,0.00028492187653315166
misunderstood,9,8.048167387573808e-06,16.92290825837664,13,NN,2,"{'NN', 'VBN'}",0,misunderstood,misunderstood,misunderstood,12.101495102733436,0.0002192289056431305
hurled,9,8.048167387573808e-06,16.92290825837664,6,VBD,2,"{'VBN', 'VBD'}",0,hurl,hurl,hurl,12.101495102733436,0.00023754285277047374
watchful,9,8.048167387573808e-06,16.92290825837664,8,JJ,1,{'JJ'},0,watch,watch,watch,12.101495102733436,0.000216051357058122
resignation,9,8.048167387573808e-06,16.92290825837664,11,NN,1,{'NN'},0,resign,resign,resign,12.101495102733436,0.000226216803590282
possessing,9,8.048167387573808e-06,16.92290825837664,10,VBG,1,{'VBG'},0,possess,possess,possess,11.166104715342104,0.00018594814645359292
dozed,9,8.048167387573808e-06,16.92290825837664,5,VBN,2,"{'VBN', 'VBD'}",0,doze,doze,doz,11.166104715342104,0.00021101960571137264
buildings,9,8.048167387573808e-06,16.92290825837664,9,NNS,1,{'NNS'},0,build,build,build,11.166104715342104,0.00024011471336324989
hurts,9,8.048167387573808e-06,16.92290825837664,5,VBZ,2,"{'VBZ', 'NNS'}",0,hurt,hurt,hurt,12.101495102733436,0.00022906444914383743
talented,9,8.048167387573808e-06,16.92290825837664,8,VBD,3,"{'JJ', 'VBN', 'VBD'}",0,talent,talent,tal,12.101495102733436,0.00023207688333166834
skeptically,9,8.048167387573808e-06,16.92290825837664,11,RB,1,{'RB'},0,skeptic,skeptic,skept,12.101495102733436,0.00022001045290515037
disapparating,9,8.048167387573808e-06,16.92290825837664,13,VBG,2,"{'VBG', 'NNP'}",0,disappar,disappar,disapp,11.166104715342104,0.00026279157825083427
purebloods,9,8.048167387573808e-06,16.92290825837664,10,NNS,2,"{'NNS', 'NNP'}",0,pureblood,pureblood,pureblood,11.166104715342104,0.00022111823551503713
session,9,8.048167387573808e-06,16.92290825837664,7,NN,1,{'NN'},0,session,session,sess,10.17628525476815,0.00023480680281387487
accurate,9,8.048167387573808e-06,16.92290825837664,8,JJ,2,"{'VB', 'JJ'}",0,accur,accur,acc,12.101495102733436,0.0002453757483628915
flood,9,8.048167387573808e-06,16.92290825837664,5,NN,3,"{'VB', 'RB', 'NN'}",0,flood,flood,flood,12.101495102733436,0.00021632393681311852
becomes,9,8.048167387573808e-06,16.92290825837664,7,VBZ,1,{'VBZ'},0,becom,becom,becom,12.101495102733436,0.000227810963952388
tossed,9,8.048167387573808e-06,16.92290825837664,6,VBD,2,"{'VBN', 'VBD'}",0,toss,toss,toss,12.101495102733436,0.00022235602257994442
viciously,9,8.048167387573808e-06,16.92290825837664,9,RB,1,{'RB'},0,vicious,vicious,vicy,11.166104715342104,0.00023225760591636058
suited,9,8.048167387573808e-06,16.92290825837664,6,VBD,3,"{'JJ', 'VBN', 'VBD'}",0,suit,suit,suit,12.101495102733436,0.0002266341393410072
former,9,8.048167387573808e-06,16.92290825837664,6,JJ,1,{'JJ'},0,former,former,form,12.101495102733436,0.0002659324345439816
glimmering,9,8.048167387573808e-06,16.92290825837664,10,VBG,2,"{'NN', 'VBG'}",0,glimmer,glimmer,glim,12.101495102733436,0.0002024166739758467
sidled,9,8.048167387573808e-06,16.92290825837664,6,VBD,2,"{'VBN', 'VBD'}",0,sidl,sidl,sidl,12.101495102733436,0.00021043406979762678
zoo,9,8.048167387573808e-06,16.92290825837664,3,NN,1,{'NN'},0,zoo,zoo,zoo,6.787172340326977,0.0004127867838656511
linked,9,8.048167387573808e-06,16.92290825837664,6,VBN,2,"{'VBN', 'VBD'}",0,link,link,link,12.101495102733436,0.00022310440386146433
chief,9,8.048167387573808e-06,16.92290825837664,5,NNP,3,"{'JJ', 'NN', 'NNP'}",0,chief,chief,chief,11.166104715342104,0.00022924577857618496
equally,9,8.048167387573808e-06,16.92290825837664,7,RB,1,{'RB'},0,equal,equal,eq,12.101495102733436,0.00022860638566316773
stripped,9,8.048167387573808e-06,16.92290825837664,8,VBD,2,"{'VBN', 'VBD'}",0,strip,strip,stripped,12.101495102733436,0.00023450518751854695
flaw,9,8.048167387573808e-06,16.92290825837664,4,NN,1,{'NN'},0,flaw,flaw,flaw,7.999415360368439,0.0002409272575735537
intention,9,8.048167387573808e-06,16.92290825837664,9,NN,1,{'NN'},0,intent,intent,int,12.101495102733436,0.00022216349164513868
grapefruit,9,8.048167387573808e-06,16.92290825837664,10,NN,1,{'NN'},0,grapefruit,grapefruit,grapefruit,3.995646161491451,0.0005171754591956196
boundaries,9,8.048167387573808e-06,16.92290825837664,10,NNS,1,{'NNS'},0,boundari,boundari,bound,11.166104715342104,0.00024648198905929155
positive,9,8.048167387573808e-06,16.92290825837664,8,JJ,2,"{'JJ', 'NNP'}",0,posit,posit,posit,11.166104715342104,0.00024623247662330705
h,9,8.048167387573808e-06,16.92290825837664,1,NNP,1,{'NNP'},0,h,h,h,7.999415360368439,0.0003384500836154907
braced,9,8.048167387573808e-06,16.92290825837664,6,VBD,3,"{'NNP', 'VBN', 'VBD'}",0,brace,brace,brac,12.101495102733436,0.00022129753650878032
sprouts,9,8.048167387573808e-06,16.92290825837664,7,NNS,2,"{'VBZ', 'NNS'}",0,sprout,sprout,sprouts,7.999415360368439,0.0003308597014966895
exceeds,9,8.048167387573808e-06,16.92290825837664,7,NNP,2,"{'NNS', 'NNP'}",0,exce,exceed,excess,6.787172340326977,0.00029677005841554553
wrenching,9,8.048167387573808e-06,16.92290825837664,9,VBG,1,{'VBG'},0,wrench,wrench,wrench,11.166104715342104,0.0002605978687209866
inspiration,9,8.048167387573808e-06,16.92290825837664,11,NN,1,{'NN'},0,inspir,inspir,inspir,12.101495102733436,0.00018994865396855032
regime,9,8.048167387573808e-06,16.92290825837664,6,NN,2,"{'JJ', 'NN'}",0,regim,regim,regim,11.166104715342104,0.00021124140609174314
feathery,9,8.048167387573808e-06,16.92290825837664,8,JJ,3,"{'JJ', 'NN', 'RB'}",0,featheri,featheri,feathery,12.101495102733436,0.00022310888246356592
ownership,9,8.048167387573808e-06,16.92290825837664,9,NN,1,{'NN'},0,ownership,ownership,own,6.787172340326977,0.00028703886193406697
gobstones,9,8.048167387573808e-06,16.92290825837664,9,NNP,3,"{'NNPS', 'NNP', 'NNS'}",0,gobston,gobston,gobston,11.166104715342104,0.000237751711451088
surreptitiously,9,8.048167387573808e-06,16.92290825837664,15,RB,1,{'RB'},0,surreptiti,surreptiti,surrept,12.101495102733436,0.00021485433067707215
boats,9,8.048167387573808e-06,16.92290825837664,5,NNS,1,{'NNS'},0,boat,boat,boat,7.999415360368439,0.00034495719589103474
selected,9,8.048167387573808e-06,16.92290825837664,8,VBN,2,"{'VBN', 'VBD'}",0,select,select,select,7.999415360368439,0.00021623545400162298
